3.26066,3.47824,3.43508,3.37948,3.50269,3.73247,3.93561,4.09537,4.22984,4.35344,4.43377,4.49956,4.57704,4.54985,4.45201,4.44112,4.45491,4.39427,4.32568,4.24586,4.2395,4.24343,4.29131,4.32687,4.25431,4.17986,4.09309,4.04936,4.01468,3.99703,4.01832,3.94244,3.85329,3.80727,3.80374,3.81363,3.91681,3.965,3.9683,4.04845,4.1003,4.00863,4.06455,4.10364,4.06154,4.11292,4.14316,4.17932,4.09653,4.13214,4.07476,3.90567,3.85841,3.71399,3.72595,3.60272,3.40515,3.41144,3.3672,3.27778,3.1668,3.04785,3.01217,3.0225,3.02276,3.08529,3.11248,3.15292,3.08916,3.02862,3.08162,3.14824,3.11687,3.09051,3.1064,3.13829,3.14102,3.23141,3.28191,3.34293,3.37918,3.39522,3.4055,3.41877,3.46085,3.50478,3.51522,3.51346,3.56346,3.62449,3.68437,3.74792,3.78795,3.87707,3.86677,
2.27499,3.21436,3.62817,3.57734,3.70946,3.8811,4.09804,4.26559,4.416,4.56315,4.66501,4.76215,4.86215,4.84674,4.79292,4.82363,4.85529,4.80906,4.7554,4.70646,4.69139,4.73423,4.80652,4.85328,4.82818,4.77998,4.72162,4.67163,4.65643,4.68323,4.69049,4.6242,4.52489,4.44606,4.42049,4.42079,4.48255,4.53406,4.57612,4.66364,4.67569,4.62528,4.69865,4.72061,4.68744,4.75528,4.81827,4.87559,4.8881,4.94591,4.93582,4.85966,4.85039,4.87086,4.83312,4.72072,4.66999,4.69355,4.68297,4.66804,4.61472,4.51925,4.48012,4.44199,4.41226,4.44523,4.49518,4.52529,4.44617,4.39277,4.46819,4.54232,4.56963,4.60445,4.62,4.61649,4.60851,4.64379,4.67364,4.72534,4.76897,4.79715,4.81068,4.80949,4.82299,4.83777,4.8238,4.79808,4.79839,4.82762,4.88215,4.95717,5.05374,5.21487,5.34262,
2.26066,3.33466,3.82931,3.80962,3.86697,4.03266,4.21664,4.37592,4.52581,4.66562,4.78539,4.89775,4.9926,5.0229,5.02999,5.06634,5.09463,5.07737,5.06107,5.02602,5.01412,5.04978,5.09191,5.13168,5.13098,5.10834,5.05527,5.00348,5.00635,5.00079,4.98517,4.9437,4.86446,4.79039,4.78401,4.74089,4.76115,4.82304,4.86074,4.90745,4.92943,4.92822,4.95853,4.96211,4.9394,4.98455,5.02199,5.08157,5.06661,5.08351,5.1113,5.067,5.08929,5.05826,4.99235,4.97291,4.94137,4.90128,4.87317,4.87131,4.83796,4.77358,4.73057,4.70064,4.66083,4.66058,4.67079,4.70092,4.67326,4.65071,4.66398,4.70107,4.74342,4.77636,4.78902,4.80887,4.81055,4.81373,4.82801,4.86671,4.91094,4.94523,4.9572,4.96234,4.9669,4.98047,4.9912,4.99128,4.99361,5.01798,5.0577,5.12937,5.25904,5.48884,5.6672,
2.24651,3.42165,3.96173,3.95254,3.96655,4.14021,4.31457,4.47167,4.62369,4.76617,4.89549,5.01453,5.10969,5.16903,5.21618,5.25636,5.28438,5.28641,5.28794,5.26843,5.26761,5.2986,5.32273,5.36273,5.36936,5.35976,5.31367,5.27106,5.2816,5.25758,5.23094,5.19846,5.13408,5.07002,5.06737,5.00934,5.00961,5.06789,5.09232,5.11677,5.14473,5.16407,5.17293,5.16935,5.1553,5.18666,5.20791,5.25328,5.21286,5.21265,5.24441,5.22543,5.24508,5.18232,5.11923,5.11667,5.08271,5.02119,4.97863,4.96066,4.91755,4.86502,4.81383,4.77635,4.73161,4.71436,4.69102,4.69583,4.67309,4.65863,4.63793,4.64848,4.66882,4.68393,4.68342,4.70357,4.69998,4.68905,4.68387,4.70703,4.73459,4.75521,4.76006,4.75867,4.75777,4.7605,4.76561,4.76987,4.76971,4.78117,4.79938,4.84774,4.94736,5.14214,5.27932,
2.2336,3.46154,4.0297,4.01524,4.00983,4.16285,4.32044,4.47063,4.61776,4.75812,4.89141,5.01137,5.10562,5.18055,5.24585,5.28707,5.31619,5.32719,5.33705,5.32641,5.33299,5.36256,5.37827,5.41595,5.42646,5.42575,5.38678,5.35826,5.37085,5.34356,5.31708,5.29073,5.23929,5.18862,5.19146,5.13172,5.13332,5.18265,5.20456,5.22628,5.25997,5.28767,5.29263,5.29441,5.28611,5.31473,5.33023,5.36456,5.29335,5.29719,5.32416,5.31479,5.3211,5.24821,5.18187,5.16444,5.11656,5.04094,4.97995,4.93145,4.87271,4.80958,4.74458,4.69054,4.63249,4.59402,4.54482,4.52167,4.48879,4.45663,4.41498,4.40013,4.39695,4.38979,4.37203,4.37793,4.35884,4.33114,4.30464,4.30268,4.31134,4.31047,4.29666,4.28172,4.26955,4.25861,4.25223,4.24082,4.23166,4.22206,4.21386,4.21915,4.23195,4.2403,4.16083,
2.21347,3.48531,4.07588,4.0573,4.04028,4.17392,4.31482,4.45467,4.597,4.73063,4.8637,4.98275,5.08107,5.16198,5.2365,5.28534,5.31993,5.33487,5.3514,5.34868,5.35999,5.38903,5.40076,5.43672,5.4492,5.4521,5.42318,5.40122,5.41572,5.39268,5.36886,5.34707,5.30517,5.26786,5.27452,5.22182,5.2254,5.2702,5.29319,5.31692,5.35417,5.38672,5.39584,5.40046,5.39497,5.42425,5.43177,5.45574,5.37035,5.38042,5.4077,5.39718,5.40149,5.33154,5.26676,5.2406,5.18669,5.11224,5.04265,4.98021,4.91456,4.84914,4.78053,4.7195,4.65505,4.60836,4.54973,4.51609,4.47187,4.43136,4.38049,4.34822,4.33545,4.31553,4.29104,4.28422,4.2566,4.22432,4.18287,4.1725,4.16279,4.15145,4.12872,4.10211,4.08621,4.06686,4.05105,4.03031,4.01041,3.99387,3.97029,3.94437,3.91087,3.83719,3.72702,
2.16319,3.48669,4.10443,4.08686,4.06799,4.18544,4.31845,4.44877,4.58446,4.7139,4.84302,4.96271,5.06383,5.15113,5.23065,5.28485,5.32706,5.34951,5.37136,5.3762,5.39285,5.42385,5.43366,5.46984,5.48127,5.49104,5.46714,5.45298,5.46952,5.44636,5.42928,5.41109,5.38153,5.34679,5.36289,5.31798,5.32313,5.36905,5.392,5.41945,5.46023,5.4927,5.50544,5.5156,5.51279,5.54003,5.54185,5.55992,5.46227,5.47523,5.50377,5.49054,5.49149,5.42716,5.366,5.33272,5.27933,5.20269,5.13146,5.06367,4.99317,4.92602,4.85193,4.79045,4.72224,4.66947,4.6077,4.56545,4.51684,4.46654,4.40913,4.36898,4.34391,4.31617,4.28445,4.26729,4.23872,4.19486,4.15359,4.1332,4.11693,4.09458,4.06649,4.03665,4.01476,3.98964,3.96608,3.94245,3.91916,3.89335,3.86301,3.82134,3.76937,3.66464,3.55767,
2.11514,3.49685,4.14368,4.12684,4.10367,4.22204,4.34902,4.47548,4.6053,4.73114,4.85736,4.97497,5.0764,5.16872,5.25512,5.31435,5.36204,5.39073,5.42243,5.43196,5.45187,5.4854,5.49499,5.52878,5.54338,5.55227,5.53361,5.52355,5.53787,5.5186,5.50185,5.49193,5.46072,5.43616,5.45463,5.41257,5.42138,5.46644,5.48588,5.51529,5.55557,5.58774,5.60119,5.61302,5.6095,5.63469,5.63113,5.63735,5.53034,5.54127,5.56278,5.55171,5.55097,5.48402,5.42473,5.39269,5.33347,5.25864,5.18607,5.11635,5.0442,4.97239,4.89903,4.83281,4.7674,4.70898,4.64325,4.60111,4.54678,4.49443,4.42917,4.38481,4.35585,4.31984,4.28135,4.26537,4.2296,4.18597,4.14328,4.12242,4.10106,4.07736,4.0447,4.01609,3.98861,3.96447,3.94157,3.91685,3.88873,3.86315,3.82685,3.78348,3.72397,3.61515,3.52248,
2.07932,3.52125,4.19489,4.1802,4.15232,4.26901,4.39177,4.51317,4.63496,4.75318,4.87559,4.98937,5.09179,5.18493,5.27423,5.33602,5.38801,5.41904,5.4547,5.46887,5.48862,5.51773,5.52718,5.55945,5.57192,5.57724,5.56008,5.54837,5.56298,5.54028,5.52506,5.51487,5.48923,5.46469,5.47885,5.44155,5.44579,5.4884,5.50507,5.53184,5.56852,5.59696,5.61017,5.6159,5.61116,5.62783,5.61391,5.61148,5.49353,5.49633,5.51466,5.49642,5.49365,5.42461,5.3626,5.32615,5.26412,5.18679,5.1115,5.04165,4.96732,4.89567,4.8226,4.75691,4.6899,4.63463,4.57111,4.531,4.47917,4.42862,4.36421,4.32133,4.28845,4.25353,4.21581,4.1997,4.16507,4.12453,4.08067,4.06173,4.04133,4.01741,3.98525,3.95714,3.93217,3.90666,3.8883,3.86288,3.83675,3.81245,3.77934,3.73175,3.67251,3.57023,3.49327,
2.13939,3.596,4.27144,4.24832,4.20377,4.31384,4.42238,4.52643,4.63662,4.74256,4.85545,4.96401,5.06013,5.15449,5.24062,5.30381,5.35433,5.38875,5.42294,5.442,5.46115,5.4874,5.49858,5.52694,5.53726,5.54535,5.52881,5.51756,5.53338,5.51218,5.49886,5.49258,5.47266,5.45069,5.46916,5.43326,5.43859,5.48194,5.49926,5.52972,5.56751,5.59715,5.60899,5.61604,5.60836,5.62061,5.60582,5.59303,5.46938,5.47283,5.49119,5.47295,5.46604,5.39517,5.33388,5.29564,5.2313,5.15167,5.07742,5.00555,4.93205,4.86111,4.78637,4.72507,4.65813,4.60833,4.54681,4.50851,4.45849,4.41116,4.34959,4.30496,4.27357,4.23958,4.19846,4.1793,4.14493,4.10369,4.06117,4.03706,4.01575,3.99012,3.95383,3.92653,3.89878,3.87471,3.85276,3.82979,3.80247,3.77347,3.73945,3.69226,3.62919,3.53317,3.46584,
2.20302,3.66065,4.33873,4.30755,4.25838,4.34546,4.43202,4.51986,4.61175,4.70332,4.80664,4.9059,4.9983,5.0922,5.17804,5.24074,5.29256,5.32843,5.36887,5.38819,5.41164,5.44281,5.4519,5.48438,5.49888,5.50977,5.4976,5.49123,5.51258,5.49576,5.49126,5.49434,5.4831,5.46836,5.49546,5.46363,5.47762,5.53017,5.556,5.594,5.64151,5.67715,5.69406,5.70651,5.70018,5.7172,5.70385,5.69086,5.56071,5.57527,5.5959,5.58256,5.57508,5.50873,5.4469,5.40972,5.34654,5.26904,5.19638,5.1246,5.05166,4.98135,4.90661,4.84515,4.77866,4.72466,4.66433,4.61997,4.56967,4.51787,4.44927,4.39906,4.36058,4.31924,4.27039,4.24295,4.20264,4.15532,4.10545,4.0732,4.0444,4.0153,3.97355,3.93759,3.90571,3.87741,3.84993,3.82152,3.78859,3.7553,3.7127,3.65933,3.58398,3.45915,3.35962,
2.26066,3.71635,4.40089,4.36561,4.31769,4.37736,4.44379,4.50949,4.58261,4.65769,4.74746,4.83966,4.92646,5.01615,5.10387,5.16392,5.21477,5.25157,5.2944,5.31591,5.34205,5.37494,5.38319,5.41716,5.43536,5.45015,5.43823,5.43548,5.46111,5.45065,5.45237,5.46422,5.45915,5.45158,5.48477,5.45637,5.47889,5.53692,5.57099,5.61288,5.66871,5.71022,5.72937,5.7445,5.74211,5.76127,5.74566,5.73211,5.59436,5.61744,5.64238,5.62782,5.61978,5.55311,5.49275,5.45542,5.39254,5.32019,5.24829,5.17772,5.10469,5.03525,4.96143,4.89901,4.83214,4.77857,4.71541,4.67387,4.61678,4.56218,4.49412,4.43906,4.39125,4.34463,4.29109,4.25615,4.21215,4.15884,4.10382,4.06755,4.03556,3.99752,3.95476,3.91404,3.87908,3.84788,3.81499,3.7844,3.74815,3.71249,3.66563,3.60743,3.51996,3.37848,3.25568,
2.32024,3.76776,4.45824,4.42392,4.37788,4.41197,4.45632,4.49499,4.54754,4.60548,4.68198,4.76447,4.84573,4.93216,5.01671,5.07563,5.1274,5.16422,5.20787,5.23069,5.25852,5.28886,5.29886,5.33473,5.35418,5.37009,5.35953,5.35754,5.38868,5.38168,5.39133,5.4084,5.41168,5.40718,5.44823,5.42257,5.4495,5.51609,5.55408,5.60442,5.66396,5.71034,5.7311,5.74864,5.7468,5.76521,5.74926,5.73445,5.59414,5.62202,5.64972,5.63512,5.62226,5.55561,5.49018,5.45347,5.39694,5.32658,5.25475,5.18674,5.11598,5.04485,4.97386,4.91071,4.84339,4.78882,4.72811,4.68482,4.62514,4.57054,4.49875,4.43826,4.3884,4.33505,4.27862,4.23624,4.18867,4.12871,4.0719,4.0305,3.99791,3.9554,3.9068,3.86567,3.82696,3.79181,3.75925,3.72597,3.68724,3.64741,3.60095,3.53957,3.44516,3.29289,3.15033,
2.38426,3.83491,4.5298,4.49626,4.44091,4.46526,4.4879,4.50313,4.536,4.57892,4.64466,4.72025,4.79685,4.88105,4.96516,5.02296,5.07378,5.11279,5.15355,5.17662,5.20321,5.23592,5.24231,5.28035,5.29859,5.31473,5.29918,5.29508,5.32587,5.32661,5.33903,5.36492,5.36863,5.36689,5.40489,5.38277,5.41298,5.48263,5.52795,5.57982,5.64524,5.69019,5.71024,5.72572,5.72038,5.73611,5.71632,5.69821,5.55965,5.5894,5.61532,5.5982,5.57378,5.50402,5.43864,5.39872,5.34518,5.27724,5.20913,5.13975,5.06838,4.99981,4.92812,4.86461,4.80107,4.74858,4.68534,4.64013,4.58136,4.52163,4.44794,4.38795,4.33473,4.27628,4.2177,4.17428,4.11689,4.05848,3.99692,3.9557,3.9185,3.87604,3.82536,3.78039,3.74044,3.70657,3.67198,3.63582,3.60007,3.55936,3.51134,3.45246,3.35924,3.18785,3.02202,
2.4391,3.89696,4.59929,4.56565,4.50007,4.51143,4.51439,4.50768,4.51838,4.55162,4.60846,4.67972,4.75528,4.83607,4.92109,4.97737,5.02392,5.06079,5.10131,5.12206,5.14693,5.1778,5.18339,5.21914,5.23138,5.24752,5.22864,5.2163,5.24557,5.25179,5.27081,5.29936,5.3037,5.29715,5.33188,5.30815,5.33998,5.41399,5.46157,5.51843,5.58349,5.62331,5.63859,5.64852,5.63778,5.64524,5.62165,5.6039,5.46591,5.49975,5.52098,5.49131,5.45571,5.37761,5.3098,5.26899,5.21715,5.15646,5.08756,5.01497,4.94387,4.87535,4.80563,4.74404,4.68946,4.6341,4.57138,4.52189,4.46026,4.39969,4.32621,4.26791,4.2193,4.15951,4.09807,4.05076,3.99366,3.93131,3.87012,3.82797,3.79144,3.7469,3.69725,3.65089,3.61154,3.57893,3.54543,3.51071,3.47695,3.44347,3.39891,3.34534,3.25892,3.0896,2.89701,
2.40268,3.90956,4.65209,4.62598,4.56141,4.54702,4.52394,4.49639,4.48925,4.51447,4.56898,4.63927,4.71205,4.79395,4.877,4.93194,4.97801,5.00845,5.0491,5.06792,5.09031,5.12064,5.12481,5.15466,5.16383,5.1794,5.15578,5.13322,5.16368,5.17454,5.20106,5.23568,5.24119,5.22473,5.25123,5.22672,5.26086,5.33927,5.39004,5.44897,5.50963,5.54446,5.54872,5.56133,5.5415,5.541,5.51016,5.49216,5.36575,5.40034,5.42367,5.37783,5.32938,5.24532,5.18774,5.15865,5.11305,5.06369,5.00108,4.93594,4.87354,4.81471,4.75416,4.71254,4.67128,4.63225,4.56998,4.524,4.46864,4.4176,4.36376,4.32226,4.28586,4.23979,4.1822,4.1461,4.10083,4.04877,3.99814,3.9688,3.94727,3.91458,3.87359,3.84156,3.81714,3.79433,3.78009,3.76509,3.75349,3.73697,3.71264,3.68046,3.62555,3.5136,3.36515,
2.39528,3.95532,4.74377,4.71885,4.63763,4.59308,4.54127,4.48818,4.46171,4.48248,4.53278,4.59737,4.66748,4.74012,4.82349,4.87482,4.90278,4.925,4.9573,4.96864,4.98593,5.00676,5.00368,5.02113,5.01938,5.02771,4.99436,4.95103,4.97627,4.99311,5.02549,5.05825,5.06068,5.02257,5.03038,5.00607,5.0382,5.11651,5.17078,5.22435,5.27058,5.2939,5.27842,5.28445,5.25796,5.24219,5.20085,5.17866,5.07145,5.10438,5.12442,5.04697,4.98935,4.90102,4.85909,4.85047,4.81466,4.78152,4.72639,4.67857,4.63347,4.58156,4.54358,4.52976,4.51306,4.49405,4.44036,4.39091,4.34362,4.31815,4.29367,4.27909,4.26394,4.22402,4.17488,4.15201,4.13032,4.10116,4.07203,4.06823,4.06739,4.04786,4.02866,4.01903,4.01322,4.01293,4.01748,4.03314,4.04862,4.05698,4.0572,4.05564,4.05576,4.05084,4.02493,
2.43021,4.08246,4.93196,4.88678,4.7601,4.66048,4.56508,4.47352,4.42636,4.43704,4.47488,4.52853,4.5838,4.63561,4.71141,4.74721,4.7482,4.74422,4.75821,4.75215,4.7515,4.76376,4.74088,4.7368,4.70372,4.69449,4.64147,4.5649,4.591,4.61847,4.6433,4.6644,4.64533,4.57614,4.55247,4.55187,4.58646,4.66409,4.73165,4.77836,4.78547,4.78878,4.73978,4.72394,4.68639,4.64806,4.5985,4.58542,4.49808,4.53759,4.53351,4.39459,4.3209,4.2202,4.18087,4.19917,4.17034,4.13102,4.0718,4.04273,4.01176,3.9577,3.95046,3.97301,3.97745,3.96925,3.90844,3.84736,3.79981,3.82435,3.85398,3.86972,3.85678,3.81832,3.76931,3.75807,3.7645,3.76092,3.76416,3.7879,3.79227,3.78441,3.79441,3.80734,3.81174,3.82662,3.86278,3.90758,3.94488,3.9703,3.99017,4.01576,4.05742,4.14075,4.22628,
2.43528,4.12221,4.98182,4.86995,4.71726,4.548,4.44024,4.33622,4.28955,4.29982,4.33746,4.3836,4.43539,4.47775,4.5466,4.57863,4.56731,4.55025,4.55407,4.54094,4.53194,4.53748,4.50855,4.49504,4.44731,4.42926,4.37501,4.29784,4.32386,4.34891,4.36608,4.38219,4.349,4.29442,4.26807,4.26524,4.30814,4.37298,4.4309,4.48343,4.45364,4.44032,4.38968,4.34531,4.30816,4.27251,4.22901,4.22635,4.13016,4.17488,4.18316,4.01214,3.9571,3.86082,3.82437,3.85404,3.83928,3.80072,3.73827,3.73066,3.71605,3.66619,3.67361,3.71005,3.72129,3.71199,3.65844,3.61615,3.57651,3.61533,3.66211,3.69349,3.68139,3.64574,3.6053,3.60311,3.61134,3.61679,3.63337,3.66529,3.6685,3.6572,3.6779,3.69905,3.70318,3.71717,3.7619,3.81217,3.84856,3.87418,3.89677,3.92329,3.96717,4.04736,4.12341,
